origin,review_status,game_id,game_name,category_id,category_name,item_id,kind,prompt,answers_or_aliases,reason
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,football,كرة قدم,football-12,word,زين الدين زيدان,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,football,كرة قدم,football-13,word,ديفيد بيكهام,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,football,كرة قدم,football-14,word,تييري هنري,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,football,كرة قدم,football-15,word,أندريس إنييستا,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,football,كرة قدم,football-16,word,تشافي,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,football,كرة قدم,football-17,word,سيرجيو راموس,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,football,كرة قدم,football-18,word,بوفون,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,football,كرة قدم,football-19,word,رونالدو نازاريو,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,football,كرة قدم,football-20,word,بيليه,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
NEW,KEEP,bara-al-salafa,برا السالفة,football,كرة قدم,football-hilal,word,الهلال,Al Hilal,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,bara-al-salafa,برا السالفة,football,كرة قدم,football-nassr,word,النصر,Al Nassr,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-ittihad,word,الاتحاد,Al Ittihad,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-ahli,word,الأهلي,Al Ahli,NEW. الأهلي متعدد النوادي.
NEW,KEEP,bara-al-salafa,برا السالفة,football,كرة قدم,football-barcelona,word,برشلونة,Barcelona | Barca,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,bara-al-salafa,برا السالفة,football,كرة قدم,football-real-madrid,word,ريال مدريد,Real Madrid,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-liverpool,word,ليفربول,Liverpool,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-man-city,word,مانشستر سيتي,Manchester City,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-bayern,word,بايرن ميونخ,Bayern Munich,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-juventus,word,يوفنتوس,Juventus,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-chelsea,word,تشيلسي,Chelsea,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-arsenal,word,آرسنال,Arsenal,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-kaka,word,كاكا,Kaka,NEW. لاعب إضافي على فئة كانت أصلًا 20 لاعبًا. الأندية هي التنويع؛ الأسماء الجديدة تكرار نمط.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-neuer,word,نوير,Neuer,NEW. لاعب إضافي على فئة كانت أصلًا 20 لاعبًا. الأندية هي التنويع؛ الأسماء الجديدة تكرار نمط.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-de-bruyne,word,دي بروين,De Bruyne,NEW. لاعب إضافي على فئة كانت أصلًا 20 لاعبًا. الأندية هي التنويع؛ الأسماء الجديدة تكرار نمط.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-van-dijk,word,فان دايك,Van Dijk,NEW. لاعب إضافي على فئة كانت أصلًا 20 لاعبًا. الأندية هي التنويع؛ الأسماء الجديدة تكرار نمط.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-bellingham,word,بيلينغهام,Bellingham,NEW. لاعب إضافي على فئة كانت أصلًا 20 لاعبًا. الأندية هي التنويع؛ الأسماء الجديدة تكرار نمط.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-ibrahimovic,word,إبراهيموفيتش,Ibrahimovic,NEW. لاعب إضافي على فئة كانت أصلًا 20 لاعبًا. الأندية هي التنويع؛ الأسماء الجديدة تكرار نمط.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-maradona,word,مارادونا,Maradona,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,football,كرة قدم,football-kante,word,كانتي,Kante,NEW. لاعب إضافي على فئة كانت أصلًا 20 لاعبًا. الأندية هي التنويع؛ الأسماء الجديدة تكرار نمط.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-1,word,Breaking Bad,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-2,word,Game of Thrones,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-3,word,Prison Break,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-4,word,The Walking Dead,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-5,word,Peaky Blinders,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-6,word,Stranger Things,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-7,word,Money Heist,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-8,word,The Boys,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-9,word,Dexter,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-10,word,Sherlock,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-11,word,The Last of Us,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-12,word,Squid Game,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-13,word,Better Call Saul,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-14,word,Vikings,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-15,word,Lost,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-16,word,The Witcher,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-17,word,House of the Dragon,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-18,word,The Sopranos,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-19,word,Narcos,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-20,word,Suits,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
NEW,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-friends,word,Friends,فريندز,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,series,مسلسلات,series-office,word,The Office,ذا أوفيس,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,KEEP,bara-al-salafa,برا السالفة,series,مسلسلات,series-wednesday,word,Wednesday,وينزداي,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,series,مسلسلات,series-dark,word,Dark,دارك,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,series,مسلسلات,series-black-mirror,word,Black Mirror,بلاك ميرور,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,series,مسلسلات,series-arcane,word,Arcane,أركين,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,series,مسلسلات,series-bear,word,The Bear,ذا بير,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,series,مسلسلات,series-succession,word,Succession,سكسيشن,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,series,مسلسلات,series-crown,word,The Crown,ذا كراون,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,series,مسلسلات,series-house,word,House,هاوس | House MD,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,series,مسلسلات,series-mandalorian,word,The Mandalorian,ماندلوريان,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
